Customer_ID,Customer_Name,Customer_Username,Customer_Pword,Customer_Age,Customer_Phone,Customer_Email
A1G71L6TNAZB2I,Amazon Customer,Amazon CustomerA1G71L6TNAZB2I@gmail.com,$pbkdf2-sha256$29000$V.q99z6HUKpVak1pDaF0jg$YWmEV2Y7n.k/48ulyVwYLshmnWUciPm9oHG05dGXQn8,34,917898000000.0,Amazon CustomerA1G71L6TNAZB2I@gmail.com
A1G76710K1HON,Sharae Davis,Sharae DavisA1G76710K1HON@gmail.com,$pbkdf2-sha256$29000$6V2LMcY4xzjHWIsRYmyNsQ$ydldMB.1cIHW9qxQ2Bt9uDGVPAkVgBCquGW2iYBuuu8,27,918537000000.0,Sharae DavisA1G76710K1HON@gmail.com
A1G7N56S1BTHIX,Linda S. Elmore,Linda S. ElmoreA1G7N56S1BTHIX@gmail.com,$pbkdf2-sha256$29000$aO29t3aO8Z7T2huDUOr93w$IPvArAkvafPSdjxjtADFi.d6Oq/Xr85SKNf/0DYxXdk,24,919681000000.0,Linda S. ElmoreA1G7N56S1BTHIX@gmail.com
A1G7P69LWXW1VW,Natalia,NataliaA1G7P69LWXW1VW@gmail.com,$pbkdf2-sha256$29000$ZkzJOce4936PEQJgDGHsfQ$.TQ0JoFfj8dhK5uKI75UJte8qYGNEk3Nf47ePqpKNdI,16,918768000000.0,NataliaA1G7P69LWXW1VW@gmail.com
A1G85HUQ51BD30,"Rista ""ristaus""","Rista ""ristaus""A1G85HUQ51BD30@gmail.com",$pbkdf2-sha256$29000$OOecc.4dg9C6V6o15lxL6Q$K6fa.CqBmm6P3gc8zm2hzXulGI2tFOJgx1QaOnAXbuI,33,918442000000.0,"Rista ""ristaus""A1G85HUQ51BD30@gmail.com"
A1G8J06ROMNYN3,Ovelio,OvelioA1G8J06ROMNYN3@gmail.com,$pbkdf2-sha256$29000$MWZM6Z2z9n6PsTbm3BsjRA$bjs4r6lyuCbYKhaIRGFt7pJAW1KoK06d4IakoBtrOEU,26,919191000000.0,OvelioA1G8J06ROMNYN3@gmail.com
A1G8P53Z80XJEA,Aaron Fowler,Aaron FowlerA1G8P53Z80XJEA@gmail.com,$pbkdf2-sha256$29000$VEqJkfJ.751z7l2L8f7f2w$zAp2I0ytaEMhnPdGrqgEu/8USnLKqKFX2civ3P0OvSc,47,919694000000.0,Aaron FowlerA1G8P53Z80XJEA@gmail.com
A1G8YTVIKK9SW6,"Martita ""Dr. M""","Martita ""Dr. M""A1G8YTVIKK9SW6@gmail.com",$pbkdf2-sha256$29000$2/vfGwPgnBPinNOaM2as1Q$eHPwFFwxBRi11ydBaUuyqpZ7JLlPjFvsatluzgOLZ3Q,42,917517000000.0,"Martita ""Dr. M""A1G8YTVIKK9SW6@gmail.com"
A1G95N7R593HBV,V. Paddock,V. PaddockA1G95N7R593HBV@gmail.com,$pbkdf2-sha256$29000$wlirtVYqRagVgtA6xziH8A$V0lx5BklyNR1GmAwFysfyQ3kkx5S5HQJ6hRGPCjz/lM,28,919915000000.0,V. PaddockA1G95N7R593HBV@gmail.com
A1G9ENZKBUR9JB,Anna,AnnaA1G9ENZKBUR9JB@gmail.com,$pbkdf2-sha256$29000$gdCaEwIAgLBWSsn5PwfgfA$1Cx19c2xUaIfATJFJj7vsGn8LvvkEXcjqO/XTkT9juI,36,919125000000.0,AnnaA1G9ENZKBUR9JB@gmail.com
A1G9LPG22SGPU9,Shell,ShellA1G9LPG22SGPU9@gmail.com,$pbkdf2-sha256$29000$RYixlrKWMgag9D7nvLf2Hg$31R0X3QwhargTAnU4IiFvfU4XdqVtcjqFTlgM8ysEOU,33,919785000000.0,ShellA1G9LPG22SGPU9@gmail.com
A1G9SNNWU5XAI9,Shopper Mom,Shopper MomA1G9SNNWU5XAI9@gmail.com,$pbkdf2-sha256$29000$z7lXqtWaU4pRyvl/b00JgQ$rXwR265dAQdr6K.aDP34jYZijwqy8XKHLKvU26MST4c,25,919578000000.0,Shopper MomA1G9SNNWU5XAI9@gmail.com
A1G9X1ANGGMF49,SaraR,SaraRA1G9X1ANGGMF49@gmail.com,$pbkdf2-sha256$29000$7T3nXIvR.j.nlHLunTPm3A$Vl3rdMCZuRAhFMRRuAKeKj39eydniwOYnw.Aws1nWaE,19,919814000000.0,SaraRA1G9X1ANGGMF49@gmail.com
A1G9XBZ0ZVU6FJ,"TheMadBaker ""TheMadBaker""","TheMadBaker ""TheMadBaker""A1G9XBZ0ZVU6FJ@gmail.com",$pbkdf2-sha256$29000$7J2zVsp5D8E4xxhjTAkhxA$mWS.t9CqBcQ67jo/qJc2TFfsZJoL8ptleEJFL7.z0vc,31,918371000000.0,"TheMadBaker ""TheMadBaker""A1G9XBZ0ZVU6FJ@gmail.com"
A1GA359NNVSJ91,N. Macklin,N. MacklinA1GA359NNVSJ91@gmail.com,$pbkdf2-sha256$29000$.Z.zVqp17j3nnHMOofS.tw$mbh9kR/e37c/Y9xs36LDIV949K3X93nkaso0B8bgDRg,17,918827000000.0,N. MacklinA1GA359NNVSJ91@gmail.com
A1GA3XYWVS0O1,Violet-NY,Violet-NYA1GA3XYWVS0O1@gmail.com,$pbkdf2-sha256$29000$fs9ZC.Fc6x2jNAagNOY8Zw$2askEuLoqPW1g9yOz5DH6w2LKSymV3Vm.a1AJGgmbI4,35,918584000000.0,Violet-NYA1GA3XYWVS0O1@gmail.com
A1GAPABBW27L6Y,Sixponies,SixponiesA1GAPABBW27L6Y@gmail.com,$pbkdf2-sha256$29000$770XAoCwVirlvPceI2SstQ$GTw7mNc8YkD8hpRjcfvUTjGNDkgtlSzRAdOItxT7z.U,30,917496000000.0,SixponiesA1GAPABBW27L6Y@gmail.com
A1GAVP1DKTEAYW,Megan Sanchez,Megan SanchezA1GAVP1DKTEAYW@gmail.com,$pbkdf2-sha256$29000$EgKAEAKA8L639h4DQAjBeA$LSVd4LV4PBQPScIeT1P1zC6l/cB2vyBxmrYfvQX.JDE,37,919409000000.0,Megan SanchezA1GAVP1DKTEAYW@gmail.com
A1GBOS7LFQ10QI,Stardust,StardustA1GBOS7LFQ10QI@gmail.com,$pbkdf2-sha256$29000$bq01ptSa8x7DWEvJmbMWIg$ND8TDU6EmpOJ0zaGpWOpyClcNCRbT9YfyvA8ZEedoJI,36,918442000000.0,StardustA1GBOS7LFQ10QI@gmail.com
A1GBRKCX9ZT7FW,Brittney,BrittneyA1GBRKCX9ZT7FW@gmail.com,$pbkdf2-sha256$29000$eE9JaU1JSUkpZUwJIWRsTQ$zYq2Y.nr0f9gKJ4Z0eNzZrG.sVpeo8pHcvgNvGKdgOQ,41,919817000000.0,BrittneyA1GBRKCX9ZT7FW@gmail.com
A1GBUAO6X2UJ6N,"B ""Bu808""","B ""Bu808""A1GBUAO6X2UJ6N@gmail.com",$pbkdf2-sha256$29000$F6KUUoqxNqZ0rtW6d45RCg$LmZybt6ACNBlCjqQEgAGdw6ZsY1nSmtQstz8tTnCNPU,22,918596000000.0,"B ""Bu808""A1GBUAO6X2UJ6N@gmail.com"
A1GCGLDIX0CPZG,Mc,McA1GCGLDIX0CPZG@gmail.com,$pbkdf2-sha256$29000$AwDA2DtHSCkFAKCU8l6LsQ$17wam/mwk2RYQZWoC7Yow611r7MWWJFEyVHeu9zmRqE,40,919688000000.0,McA1GCGLDIX0CPZG@gmail.com
A1GCPSMUSGB6CD,Patric Hilker,Patric HilkerA1GCPSMUSGB6CD@gmail.com,$pbkdf2-sha256$29000$gXBurXWuNQZAyPlfy/n/vw$T.2j0BTSt6rG4aMbOjhpJ.UW3nqCbjnhDCCyTEkKiHY,30,919399000000.0,Patric HilkerA1GCPSMUSGB6CD@gmail.com
A1GD4TZVOS9W0M,Heather,HeatherA1GD4TZVOS9W0M@gmail.com,$pbkdf2-sha256$29000$AcC4N6aUknIOYWzNWev9fw$AJVaeX.5wQ8hmMSjm.TO0uv6Rktv5AhiJBfg2MTNLow,38,918097000000.0,HeatherA1GD4TZVOS9W0M@gmail.com
A1GDFTTWQBK1IS,Carlene Baptiste,Carlene BaptisteA1GDFTTWQBK1IS@gmail.com,$pbkdf2-sha256$29000$03rP2VvLmXMOwfgfA0AI4Q$t86R5nusciq0YbFrItUF4C76DM97EJjwF50Gc2hiTg0,38,917667000000.0,Carlene BaptisteA1GDFTTWQBK1IS@gmail.com
A1GDM17SP1HRMG,Sofia Celic,Sofia CelicA1GDM17SP1HRMG@gmail.com,$pbkdf2-sha256$29000$GmPMOWfs3RtjzDmHEKLUmg$pZKVZcBkYg6DKuDoqeu3eZqRWvisLFbwDI8YmmIPTXI,52,917699000000.0,Sofia CelicA1GDM17SP1HRMG@gmail.com
A1GDPIHRKM6SRM,lemontea,lemonteaA1GDPIHRKM6SRM@gmail.com,$pbkdf2-sha256$29000$HwNAaK0Vwrg3RkjJ.b/3/g$q6c0lilHg2FyLgS585lL4bQcOqEk0UNXIcla90A0x18,32,917097000000.0,lemonteaA1GDPIHRKM6SRM@gmail.com
A1GDPTMBF6VYSC,Drew,DrewA1GDPTMBF6VYSC@gmail.com,$pbkdf2-sha256$29000$HaPU.n.vlRICwNi7V2qNkQ$QzCct8BarMX7Ccbgsuds5nEFGdmC9rtncC/NcrW5E9E,23,919133000000.0,DrewA1GDPTMBF6VYSC@gmail.com
A1GDSLI1M4XHYJ,J. Love,J. LoveA1GDSLI1M4XHYJ@gmail.com,$pbkdf2-sha256$29000$IISQ0pqzdg6BUMp5L6V0rg$NqGeiQT2GEXJLO6A1Xnq5z/sC/KDjGaBTG/MXnoBcNo,34,917503000000.0,J. LoveA1GDSLI1M4XHYJ@gmail.com
A1GECPWBW0DQMP,"T. Morrison ""Big T""","T. Morrison ""Big T""A1GECPWBW0DQMP@gmail.com",$pbkdf2-sha256$29000$j/He.3.PkZLS2tv7f28NAQ$Gyg7L5dHa3TPNpWSNMApZwwxEJunD0VP42Y/SFdVrbs,32,918453000000.0,"T. Morrison ""Big T""A1GECPWBW0DQMP@gmail.com"
A1GEKKWPWKZ3TE,Thriftmiss,ThriftmissA1GEKKWPWKZ3TE@gmail.com,$pbkdf2-sha256$29000$YSzl3DsnBCDEOAfgnFPq/Q$.vrAZ44M2nM3LH3qVYLiDrplXeoEd7GLSQ0sOp2H6M0,21,919393000000.0,ThriftmissA1GEKKWPWKZ3TE@gmail.com
A1GEYC9UDRZI6E,babygirl,babygirlA1GEYC9UDRZI6E@gmail.com,$pbkdf2-sha256$29000$WyvlXIsRgvDee88ZI6Q0xg$FX7Z1l0m9XN7a5KOecUvrnNZvMHVPZBWl1sPF3Sr3cc,39,919008000000.0,babygirlA1GEYC9UDRZI6E@gmail.com
A1GF5VTQ6FYLPI,Amazon Customer,Amazon CustomerA1GF5VTQ6FYLPI@gmail.com,$pbkdf2-sha256$29000$WKs1JsR4D2GsFeK8t5aSEg$aRon9FucVYVzwqrPqY08WQIkNsXc9F18Y.7T2UeDC44,25,919791000000.0,Amazon CustomerA1GF5VTQ6FYLPI@gmail.com
A1GFA28FK2LLCY,amazonshopper,amazonshopperA1GFA28FK2LLCY@gmail.com,$pbkdf2-sha256$29000$0jqn1FoL4byXcm5NCeFcCw$eqpSr44F1LgvvU8blKK.ceSNco.j.NTh1Wr.AFE4GZw,30,919885000000.0,amazonshopperA1GFA28FK2LLCY@gmail.com
A1GFEJC6ZXM1YR,NT,NTA1GFEJC6ZXM1YR@gmail.com,$pbkdf2-sha256$29000$ZQyBUOr9P.dca80Zo9RaKw$DwzwQoyWNVASEvs67yt8lhCV79bCw3ycSpsSKMcoewU,19,917607000000.0,NTA1GFEJC6ZXM1YR@gmail.com
A1GFEOPOV6ALCR,"LB ""LoLLie""","LB ""LoLLie""A1GFEOPOV6ALCR@gmail.com",$pbkdf2-sha256$29000$LeUcY2xNCaE0xtgbYyxl7A$.b5tdsg4PXAQTUG9fLT5RJ9yWBqg7MglcTVCqUehPq0,36,917443000000.0,"LB ""LoLLie""A1GFEOPOV6ALCR@gmail.com"
A1GFJXFMA3PI3L,jillian,jillianA1GFJXFMA3PI3L@gmail.com,$pbkdf2-sha256$29000$KeX8X.tdK2WslVKq1frf2w$w8ViyB3WbWw4uI8u1ZRw6bQD0tjjh2SmADxchQEe4IA,36,917902000000.0,jillianA1GFJXFMA3PI3L@gmail.com
A1GFN7SFM023UZ,"S. Summers ""quirky and smirky""","S. Summers ""quirky and smirky""A1GFN7SFM023UZ@gmail.com",$pbkdf2-sha256$29000$8d7bu/e.VypFCCGE8H4PgQ$gVEyr7BI19qgwXtwmz5q7WxNOkYt9ZyZ9wdp1LQ8iZU,41,918776000000.0,"S. Summers ""quirky and smirky""A1GFN7SFM023UZ@gmail.com"
A1GGHHS5U12KLY,Mark Twain,Mark TwainA1GGHHS5U12KLY@gmail.com,$pbkdf2-sha256$29000$3/v/f691DiEkxHjvnTMmJA$oRlkPqO6gMFZmvmObb8o1448smSlEEPSZ1XmOno5xHw,5,917748000000.0,Mark TwainA1GGHHS5U12KLY@gmail.com
A1GGLUMIGG05MU,Paula J Baty,Paula J BatyA1GGLUMIGG05MU@gmail.com,$pbkdf2-sha256$29000$xfi/19q7F6LU.n9PiVEKwQ$u3Nk.SmxjPoN2setfYzpkBh8PdII/y9a3tNhed/L2Ro,39,917409000000.0,Paula J BatyA1GGLUMIGG05MU@gmail.com
A1GGN2XZUJF9I8,Jeremy Tillman,Jeremy TillmanA1GGN2XZUJF9I8@gmail.com,$pbkdf2-sha256$29000$Vcr5f4/xvve.15ozxhjDuA$T8Cc4.MgpJLkhpI/zKI9.ddhqxiimbWnGzh9eDgVm9g,24,919336000000.0,Jeremy TillmanA1GGN2XZUJF9I8@gmail.com
A1GGTQYG1LODK0,NC State Karen,NC State KarenA1GGTQYG1LODK0@gmail.com,$pbkdf2-sha256$29000$g7DWupcSotQaw7jXujfmHA$KSFYjt7TfmrxjGkEx8qZ.j0Tj62RXIjV6daIA2VfDdc,32,919499000000.0,NC State KarenA1GGTQYG1LODK0@gmail.com
A1GGVSG6L9OYS,Brie Zentil,Brie ZentilA1GGVSG6L9OYS@gmail.com,$pbkdf2-sha256$29000$LGXMmRPC.D/nvLf2HkOolQ$DttFAUUTtsLtkQhnuZ/NocfrNP/HJKNZIpGQybAj8Zo,15,918812000000.0,Brie ZentilA1GGVSG6L9OYS@gmail.com
A1GHE0F6M0B7KV,tannenbaum,tannenbaumA1GHE0F6M0B7KV@gmail.com,$pbkdf2-sha256$29000$svZ.r3VuzRkDYEwJYYzRGg$5h0lqhnNN9sNK0QEs5/uTOIGUPgid7Q2eY6bESSuJoA,33,917903000000.0,tannenbaumA1GHE0F6M0B7KV@gmail.com
A1GHYURDZ0N17U,Just Jamie,Just JamieA1GHYURDZ0N17U@gmail.com,$pbkdf2-sha256$29000$YMyZE6I0JiTEOOc85xyjVA$9jjWa8kTJ3sUGeULHwVLIQRE55v14ZZ52k3lhGWSJVE,22,917780000000.0,Just JamieA1GHYURDZ0N17U@gmail.com
A1GIMHLW2LM1UR,Kristin,KristinA1GIMHLW2LM1UR@gmail.com,$pbkdf2-sha256$29000$eO9dq3VO6Z0T4rw3RkhprQ$ACOpVjOiysJ.N0ZhdgRTu8EX3JI8cqOUkLPVPx1H9OA,25,918046000000.0,KristinA1GIMHLW2LM1UR@gmail.com
A1GIPBIRV8ROXH,"Tiffany Belcher ""Tiffany""","Tiffany Belcher ""Tiffany""A1GIPBIRV8ROXH@gmail.com",$pbkdf2-sha256$29000$A2BsTQkBQKiV8p5zLqVUag$lownpZpvYW6SF4/1p0LgEo5QUt7JucyOcUNLMG9s.Pc,32,918986000000.0,"Tiffany Belcher ""Tiffany""A1GIPBIRV8ROXH@gmail.com"
A1GITIZWNJDV9F,JamesnJosie,JamesnJosieA1GITIZWNJDV9F@gmail.com,$pbkdf2-sha256$29000$HIPwfo/xPkcohVAKoZQyJg$xmuTyYLo8QTsH.urq/9SlypE3tkADtwmlbS8r28dfGE,25,919576000000.0,JamesnJosieA1GITIZWNJDV9F@gmail.com
A1GIV9RDZWJIDF,Belle of the Ball,Belle of the BallA1GIV9RDZWJIDF@gmail.com,$pbkdf2-sha256$29000$8X5PqVWKUao1hlBqjXFuDQ$PAsDKQbaBUbSEAJ4EReTM/PpQ2qFs.rEHNZ91Aq7q.E,46,917403000000.0,Belle of the BallA1GIV9RDZWJIDF@gmail.com
A1GJ7VQE41JCYN,"Bell Guerra ""Bell""","Bell Guerra ""Bell""A1GJ7VQE41JCYN@gmail.com",$pbkdf2-sha256$29000$vTeG8B4jRIjRWmsNIWTsvQ$N1yZX0hVZUNp0S1dCdb/ot9N0c/p2WEjuHm.BZlaeLg,22,919461000000.0,"Bell Guerra ""Bell""A1GJ7VQE41JCYN@gmail.com"
A1GJ9UD6DI0PHX,anu a v,anu a vA1GJ9UD6DI0PHX@gmail.com,$pbkdf2-sha256$29000$n3MOAcAYAyAEQChl7D1HCA$5qGnw1RAgDJ0SfHJLD6KtvZYDGCNrXNtef0rHj1uFqU,23,919581000000.0,anu a vA1GJ9UD6DI0PHX@gmail.com
A1GJA9QJASUYAW,djsully,djsullyA1GJA9QJASUYAW@gmail.com,$pbkdf2-sha256$29000$ptRa6/1/j/F.z9nb2ztHiA$5NtYEu1FGuVN5tcqzFnZqw1E2F2IjDtjlAbUZnq3x2c,25,917916000000.0,djsullyA1GJA9QJASUYAW@gmail.com
A1GJTFG46PPZ6V,Ldybg4u22,Ldybg4u22A1GJTFG46PPZ6V@gmail.com,$pbkdf2-sha256$29000$dw6BEMJ4r1Wq1XqvVeo9hw$a9E1MIlBXp5/NwGErICQQlOjP.8vlltORDOnK/QT1No,33,918415000000.0,Ldybg4u22A1GJTFG46PPZ6V@gmail.com
A1GJZGU42PG36S,Timothy Den Hollander,Timothy Den HollanderA1GJZGU42PG36S@gmail.com,$pbkdf2-sha256$29000$/x.D8J5TCoFwDmHsHSPkfA$ZIyZwjCEP3XoBu.jCn5.ogfa4A4RWG8xhdMsvfg800Q,19,919189000000.0,Timothy Den HollanderA1GJZGU42PG36S@gmail.com
A1GK6O9J1UXRBA,mommy2030,mommy2030A1GK6O9J1UXRBA@gmail.com,$pbkdf2-sha256$29000$KwWg1HrPGQMgpLTWGuO8Vw$2kSf8lmXpgYMcdf16iQA01nf/V8vBkYTqVfsy7YtSxQ,13,918581000000.0,mommy2030A1GK6O9J1UXRBA@gmail.com
A1GKMKCIT6W9P4,CMorTMBM,CMorTMBMA1GKMKCIT6W9P4@gmail.com,$pbkdf2-sha256$29000$M4bwvpfyPofwfg/h/H8vhQ$3k/28k3XRD8dOY4EpQ0c4GHzQuwYxg7tFvlVSvIbfuw,42,918985000000.0,CMorTMBMA1GKMKCIT6W9P4@gmail.com
A1GKPOTV2OZFN1,Chris Bryson,Chris BrysonA1GKPOTV2OZFN1@gmail.com,$pbkdf2-sha256$29000$KOUcg/A.ZwzhHCOkdO7dWw$WNA476Vj24KzmEMEHJ8tPdlENvAkDUosSxuqPbN/mZQ,26,919846000000.0,Chris BrysonA1GKPOTV2OZFN1@gmail.com
A1GKRGXQTNMWQG,KG,KGA1GKRGXQTNMWQG@gmail.com,$pbkdf2-sha256$29000$xZizttZ6z/l/TynFWEtpDQ$kmUFBpT7SzhR38rw1fBYVcnRrYYsUvfM85I.TBU2VMw,31,917967000000.0,KGA1GKRGXQTNMWQG@gmail.com
A1GKSZ8I34QITO,Jennifer L. Prendki,Jennifer L. PrendkiA1GKSZ8I34QITO@gmail.com,$pbkdf2-sha256$29000$dS6FkBLCeK81xjiHcK4Vog$HeMOAUxIONl738XdsVCJ0ttuxGFBDyg1kBlXt98v3w8,29,917472000000.0,Jennifer L. PrendkiA1GKSZ8I34QITO@gmail.com
A1GKVO565H5425,Meghan C,Meghan CA1GKVO565H5425@gmail.com,$pbkdf2-sha256$29000$/J8TQuj9n/N.D4GQck4ppQ$33WkirYyepcVnOnmLLj2uoq.iDaTe7tbOJbYVj2l630,28,919155000000.0,Meghan CA1GKVO565H5425@gmail.com
A1GL546YZPEVOM,,A1GL546YZPEVOM@gmail.com,$pbkdf2-sha256$29000$nvO.l1JKKWXsHeMco9QaIw$qqrHYBlbu/CF6OLPZhXhvCa9QRHtRP4JCoZ81YdrV6Q,31,918925000000.0,A1GL546YZPEVOM@gmail.com
A1GLMW7XTXLIH4,R. Hogue,R. HogueA1GLMW7XTXLIH4@gmail.com,$pbkdf2-sha256$29000$kVKKsZaSMqbU.v.fk5Kylg$7wCZazK5316xl/4D2kojZp3Hcn590lUEbs7gmDjCr8U,34,917176000000.0,R. HogueA1GLMW7XTXLIH4@gmail.com
A1GLNI1NADDNPB,,A1GLNI1NADDNPB@gmail.com,$pbkdf2-sha256$29000$GeP83xtDiFEqRej9v9d6jw$cyp./hGOvmPgRKyT6yGHDL0ZIGPatXkfeUAQUCnvC28,41,918353000000.0,A1GLNI1NADDNPB@gmail.com
A1GLVQ28U51O7R,Kat,KatA1GLVQ28U51O7R@gmail.com,$pbkdf2-sha256$29000$vBeiFKLU2rt3zplTyrkXIg$Rmt3uvaOvRhcoiRuRyF56l1nFLnNQqf1hJmSOFxYCWM,20,917372000000.0,KatA1GLVQ28U51O7R@gmail.com
A1GM5LZ1DXG2AN,Brittany Murillo,Brittany MurilloA1GM5LZ1DXG2AN@gmail.com,$pbkdf2-sha256$29000$OOd8z1mLMeacU.p9j5HS.g$yVRTOW.qwbwBzjDNYb6t34F.CUDrPxEDaM/aeb3jelk,34,918715000000.0,Brittany MurilloA1GM5LZ1DXG2AN@gmail.com
A1GMD7R9YXMBO0,Daniel Hong,Daniel HongA1GMD7R9YXMBO0@gmail.com,$pbkdf2-sha256$29000$O.dcaw0hpBQCYEzJOaf0Pg$4GP65GgxPG.Q8plMZ6sTPGdcN1Q/QfdEY01cIEUyjWI,36,919765000000.0,Daniel HongA1GMD7R9YXMBO0@gmail.com
A1GN0OXTJQLG79,Amber Froyen,Amber FroyenA1GN0OXTJQLG79@gmail.com,$pbkdf2-sha256$29000$Ukrpfc8Z4/w/B4AwRohxLg$1c/w0vO6JMklhXlXJ2oULHRegZ6/8Nqg0U3XtforLuo,17,917681000000.0,Amber FroyenA1GN0OXTJQLG79@gmail.com
A1GN6A2M1IISNH,"Sara ""Sara""","Sara ""Sara""A1GN6A2M1IISNH@gmail.com",$pbkdf2-sha256$29000$VkrpvTcGwFgL4fw/5/yfUw$xdfa5SGAPQxVbta04aAww9WS60O7cl3.kfP3cgoMb3Q,34,918813000000.0,"Sara ""Sara""A1GN6A2M1IISNH@gmail.com"
A1GNB75GC7K758,KatyC,KatyCA1GNB75GC7K758@gmail.com,$pbkdf2-sha256$29000$IaS0FuIcY2zt3VurVeo9Zw$FKjplRIHdhMTF7a4kDae6cpkurNAD.AqzbY7QuwO1ww,23,919168000000.0,KatyCA1GNB75GC7K758@gmail.com
A1GNLVKX5Y91PK,Marylou,MarylouA1GNLVKX5Y91PK@gmail.com,$pbkdf2-sha256$29000$T2lNaa1VKkUIIeS8F4LQOg$bLATFDugKRRxNfR9JAjlzTmG27uEFfldVlmEMDquAhg,40,917089000000.0,MarylouA1GNLVKX5Y91PK@gmail.com
A1GNOGYCB2XWO1,"Amazon Customer ""tech book junkie""","Amazon Customer ""tech book junkie""A1GNOGYCB2XWO1@gmail.com",$pbkdf2-sha256$29000$hdD6n3OOUUqpdW7tndPa2w$KSh6efIpNmP0kvpU6ymn.Hs8OqKIPQL47QjfoOQzFaQ,32,918751000000.0,"Amazon Customer ""tech book junkie""A1GNOGYCB2XWO1@gmail.com"
A1GNYV0RA0EQSS,"Sl Judge ""gatormomz""","Sl Judge ""gatormomz""A1GNYV0RA0EQSS@gmail.com",$pbkdf2-sha256$29000$2BuDkLJ27h2DkHLuXet9bw$a4n8sXxAmlwEaTRBkRscgrC54DGALeaIMjuyalxE8Hg,51,918780000000.0,"Sl Judge ""gatormomz""A1GNYV0RA0EQSS@gmail.com"
A1GOI0YEMU8JCM,KungFuJosh,KungFuJoshA1GOI0YEMU8JCM@gmail.com,$pbkdf2-sha256$29000$cC6l9P5/7713jlFqrfU.pw$Ujo9vBEnED3TtTVv0zY5.EZNQaxtuUFVgXX6Cs7ev2M,16,919818000000.0,KungFuJoshA1GOI0YEMU8JCM@gmail.com
A1GOP88SIRK3T7,E. Martin,E. MartinA1GOP88SIRK3T7@gmail.com,$pbkdf2-sha256$29000$KWVsjZFyTgmhdI6RMsY4xw$c9bg1GzTkrlkAvTP.UjqNRHkzIzU7mMAL/FMPKRtP1g,21,918628000000.0,E. MartinA1GOP88SIRK3T7@gmail.com
A1GP268H57L0P4,Caitlin Villasenor,Caitlin VillasenorA1GP268H57L0P4@gmail.com,$pbkdf2-sha256$29000$JeQcY2zNeW8NgfCe8977Xw$jvo/7IzhwWGs5BXLcacZeKMApymHzGS613w2Umu8rhY,44,918588000000.0,Caitlin VillasenorA1GP268H57L0P4@gmail.com
A1GPB5BR58TKP5,Marco's Mom,Marco's MomA1GPB5BR58TKP5@gmail.com,$pbkdf2-sha256$29000$f2.N0RqjtFYqxbg3phTCOA$.xEskw3Bl9xHFSmRC9.wbCscJ.jOe3EoF6omG0mX/qQ,33,918987000000.0,Marco's MomA1GPB5BR58TKP5@gmail.com
A1GPB8ASP5QU4L,"Roxy Zimmer ""Gypsy Obsession""","Roxy Zimmer ""Gypsy Obsession""A1GPB8ASP5QU4L@gmail.com",$pbkdf2-sha256$29000$9J4zZgxhzBkjJATg/F9LKQ$Ih7kcVBzyyQw8Gqhp/1/CJmXIUg3DOYZncmXgHVA9ho,21,919332000000.0,"Roxy Zimmer ""Gypsy Obsession""A1GPB8ASP5QU4L@gmail.com"
A1GPCJ71NI8L2G,Daniella,DaniellaA1GPCJ71NI8L2G@gmail.com,$pbkdf2-sha256$29000$fG/t/d.7VyolRCildE7JWQ$tNe0mrcuRP5ij9bl22765NuUwNLkSCiP0vMFBSS1Qb4,40,919221000000.0,DaniellaA1GPCJ71NI8L2G@gmail.com
A1GPY52MKZDTEZ,Stacey V.,Stacey V.A1GPY52MKZDTEZ@gmail.com,$pbkdf2-sha256$29000$wlhLqZWS8r63FmJsrfV.zw$mxLIU4vNUzj6e74/q/2Wao9LHLHkyfav6HkQ/deENgA,34,918648000000.0,Stacey V.A1GPY52MKZDTEZ@gmail.com
A1GQ36O3EJNL5U,jessaquata,jessaquataA1GQ36O3EJNL5U@gmail.com,$pbkdf2-sha256$29000$wZjzXuv9f.99T4mxVmqNsQ$zDksYVNKqiCqadVHQUv8exlYK1Cj.fIPyM7V3TbxzlI,29,918816000000.0,jessaquataA1GQ36O3EJNL5U@gmail.com
A1GQ4V4FUBOEJY,Erica,EricaA1GQ4V4FUBOEJY@gmail.com,$pbkdf2-sha256$29000$njNmzBkjBEBIaW3NmXMupQ$7zWpDDooaE3zdq3QorPsty0dMDdx/mf05q0kHSXPheI,31,919299000000.0,EricaA1GQ4V4FUBOEJY@gmail.com
A1GQAXWQH8HI52,wendy325,wendy325A1GQAXWQH8HI52@gmail.com,$pbkdf2-sha256$29000$5Ny7F8LYm5MSwpgTQigF4A$7hnDpMPV7itF1Uhxn3wEhjfX29cgPPezdsJhhPFgTtY,30,919326000000.0,wendy325A1GQAXWQH8HI52@gmail.com
A1GQKWBCFUJJYW,"E's mom ""E's mom""","E's mom ""E's mom""A1GQKWBCFUJJYW@gmail.com",$pbkdf2-sha256$29000$F6K01vqfs3auNabUOoewVg$r16Sj2BhMnjKi5eolitUGCL6u1qac/s69SyqTQzdP5M,25,919420000000.0,"E's mom ""E's mom""A1GQKWBCFUJJYW@gmail.com"
